FIPS,County_Surface,ACRES_2016,2016
47135,#DIV/0!,502,74,31
47137,#DIV/0!,0,.
47139,#DIV/0!,71,72,97
47141,#DIV/0!,59,96,11
47143,#DIV/0!,819,56,27
47145,#DIV/0!,117,30,14
47147,#DIV/0!,489,118,74
47149,#DIV/0!,5,64,50
47151,#DIV/0!,0,.
47153,#DIV/0!,127,63,48
47155,#DIV/0!,0,.
47157,#DIV/0!,1.672,83,73
47159,#DIV/0!,82,59,10
47161,#DIV/0!,55,64,46
47163,#DIV/0!,0,43,40
47165,#DIV/0!,50,82,98
47167,#DIV/0!,1.937,88,81
47169,#DIV/0!,0,.
47171,#DIV/0!,0,.
47173,#DIV/0!,3,53,20
47175,#DIV/0!,767,44,90
47177,#DIV/0!,7,52,50
47179,#DIV/0!,0,.
47181,#DIV/0!,2.449,51,86
47183,#DIV/0!,8.900,98,26
47185,#DIV/0!,111,49,19
47187,#DIV/0!,1,57,00
47189,#DIV/0!,44,46,06
48001,#DIV/0!,0,.
48003,#DIV/0!,31.984,29,00
48005,#DIV/0!,778,33,08
48007,#DIV/0!,0,.
48009,#DIV/0!,112,25,83
48011,#DIV/0!,16.410,31,57
48013,#DIV/0!,327,44,71
48015,#DIV/0!,17,45,20
48017,#DIV/0!,139.948,40,68
48019,#DIV/0!,39,48,32
48021,#DIV/0!,47,49,06
48023,#DIV/0!,557,31,56
48025,#DIV/0!,30,38,60
48027,#DIV/0!,127,47,07
48029,#DIV/0!,0,.
48031,#DIV/0!,0,.
48033,#DIV/0!,6.227,33,28
48035,#DIV/0!,244,29,31
48037,#DIV/0!,1.045,42,30
48039,#DIV/0!,0,.
48041,#DIV/0!,0,.
48043,#DIV/0!,1.574,26,65
48045,#DIV/0!,43.940,37,49
48047,#DIV/0!,1.064,37,72
48049,#DIV/0!,145,50,86
48051,#DIV/0!,0,.
48053,#DIV/0!,40,21,25
48055,#DIV/0!,45,52,20
48057,#DIV/0!,83,19,97
48059,#DIV/0!,822,29,48
48061,#DIV/0!,4.300,42,63
48063,#DIV/0!,0,.
48065,#DIV/0!,33.427,40,38
48067,#DIV/0!,0,.
48069,#DIV/0!,90.657,40,20
48071,#DIV/0!,0,.
48073,#DIV/0!,49,30,24
48075,#DIV/0!,29.517,32,83
48077,#DIV/0!,865,44,92
48079,#DIV/0!,84.671,32,27
48081,#DIV/0!,702,26,55
48083,#DIV/0!,2.897,31,64
48085,#DIV/0!,40,34,58
48087,#DIV/0!,34.136,35,36
48089,#DIV/0!,141,47,29
48091,#DIV/0!,0,.
48093,#DIV/0!,286,37,28
48095,#DIV/0!,6.175,35,18
48097,#DIV/0!,0,.
48099,#DIV/0!,0,.
48101,#DIV/0!,34.751,29,56
48103,#DIV/0!,58,38,68
48105,#DIV/0!,953,31,43
48107,#DIV/0!,42.432,39,69
48109,#DIV/0!,311,17,07
48111,#DIV/0!,115.231,35,58
48113,#DIV/0!,0,.
48115,#DIV/0!,71.841,33,66
48117,#DIV/0!,146.832,36,07
48119,#DIV/0!,406,39,77
48121,#DIV/0!,0,.
48123,#DIV/0!,0,.
48125,#DIV/0!,43.539,41,96
48127,#DIV/0!,293,33,38
48129,#DIV/0!,18.298,33,01
48131,#DIV/0!,9.831,33,57
48133,#DIV/0!,179,28,12
48135,#DIV/0!,0,.
48137,#DIV/0!,366,35,59
48139,#DIV/0!,773,40,93
48141,#DIV/0!,0,.
48143,#DIV/0!,0,.
48145,#DIV/0!,287,50,12
48147,#DIV/0!,1.460,33,05
48149,#DIV/0!,864,50,60
48151,#DIV/0!,27.993,34,78
48153,#DIV/0!,99.375,40,76
48155,#DIV/0!,6.971,32,33
48157,#DIV/0!,0,.
48159,#DIV/0!,0,.
48161,#DIV/0!,0,.
48163,#DIV/0!,3.595,33,95
48165,#DIV/0!,163.126,34,48
48167,#DIV/0!,0,.
48169,#DIV/0!,18.175,35,98
48171,#DIV/0!,149,37,16
48173,#DIV/0!,3.463,36,59
48175,#DIV/0!,362,41,78
48177,#DIV/0!,0,.
48179,#DIV/0!,17.264,33,29
48181,#DIV/0!,1.093,38,58
48183,#DIV/0!,0,.
48185,#DIV/0!,0,.
48187,#DIV/0!,0,.
48189,#DIV/0!,100.820,38,51
48191,#DIV/0!,46.511,37,03
48193,#DIV/0!,154,39,23
48195,#DIV/0!,13.548,29,51
48197,#DIV/0!,14.168,30,91
48199,#DIV/0!,0,.
48201,#DIV/0!,0,.
48203,#DIV/0!,0,.
48205,#DIV/0!,30.871,41,61
48207,#DIV/0!,17.920,36,89
48209,#DIV/0!,17,41,60
48211,#DIV/0!,8.444,32,24
48213,#DIV/0!,0,.
48215,#DIV/0!,22.300,43,11
48217,#DIV/0!,3.247,52,88
48219,#DIV/0!,103.206,36,50
48221,#DIV/0!,0,.
48223,#DIV/0!,1.392,24,33
48225,#DIV/0!,304,25,63
48227,#DIV/0!,33.168,38,99
48229,#DIV/0!,1.235,19,98
48231,#DIV/0!,360,35,21
48233,#DIV/0!,2.774,37,07
48235,#DIV/0!,1.053,34,12
48237,#DIV/0!,250,50,35
48239,#DIV/0!,98,49,34
48241,#DIV/0!,0,.
48243,#DIV/0!,242,27,50
48245,#DIV/0!,0,.
48247,#DIV/0!,3.721,34,28
48249,#DIV/0!,5.952,36,37
48251,#DIV/0!,0,.
48253,#DIV/0!,21.424,35,18
48255,#DIV/0!,50,48,69
48257,#DIV/0!,65,33,69
48259,#DIV/0!,69,36,45
48261,#DIV/0!,864,20,91
48263,#DIV/0!,18.028,35,79
48265,#DIV/0!,5,53,20
48267,#DIV/0!,138,42,53
48269,#DIV/0!,6.048,29,49
48271,#DIV/0!,610,35,20
48273,#DIV/0!,638,45,76
48275,#DIV/0!,5.366,38,13
48277,#DIV/0!,4.704,40,38
48279,#DIV/0!,133.609,41,79
48281,#DIV/0!,38,42,42
48283,#DIV/0!,2.652,25,98
48285,#DIV/0!,45,48,80
48287,#DIV/0!,0,.
48289,#DIV/0!,0,.
48291,#DIV/0!,0,.
48293,#DIV/0!,1.375,38,90
48295,#DIV/0!,28.654,35,99
48297,#DIV/0!,1.167,40,43
48299,#DIV/0!,112,52,20
48301,#DIV/0!,0,.
48303,#DIV/0!,33.125,44,56
48305,#DIV/0!,39.648,36,53
48307,#DIV/0!,1.756,29,99
48309,#DIV/0!,256,38,90
48311,#DIV/0!,0,.
48313,#DIV/0!,0,.
48315,#DIV/0!,0,.
48317,#DIV/0!,58.638,37,03
48319,#DIV/0!,129,35,81
48321,#DIV/0!,0,.
48323,#DIV/0!,1.409,29,72
48325,#DIV/0!,1.090,40,30
48327,#DIV/0!,645,38,67
48329,#DIV/0!,13.601,37,65
48331,#DIV/0!,108,48,43
48333,#DIV/0!,126,33,06
48335,#DIV/0!,30.612,37,89
48337,#DIV/0!,206,31,59
48339,#DIV/0!,0,.
48341,#DIV/0!,16.293,36,23
48343,#DIV/0!,0,.
48345,#DIV/0!,28.987,35,27
48347,#DIV/0!,0,.
48349,#DIV/0!,1.211,42,16
48351,#DIV/0!,0,.
48353,#DIV/0!,13.415,34,68
48355,#DIV/0!,353,57,90
48357,#DIV/0!,29.970,34,73
48359,#DIV/0!,24.892,33,78
48361,#DIV/0!,0,.
48363,#DIV/0!,0,.
48365,#DIV/0!,214,33,97
48367,#DIV/0!,0,.
48369,#DIV/0!,83.782,40,08
48371,#DIV/0!,11.314,29,62
48373,#DIV/0!,0,.
48375,#DIV/0!,5.427,37,12
48377,#DIV/0!,3.442,27,61
48379,#DIV/0!,0,.
48381,#DIV/0!,63.925,33,41
48383,#DIV/0!,1.088,33,06
48385,#DIV/0!,46,52,08
48387,#DIV/0!,6.789,43,71
48389,#DIV/0!,16.445,32,75
48391,#DIV/0!,0,.
48393,#DIV/0!,6.643,40,18
48395,#DIV/0!,0,.
48397,#DIV/0!,0,.
48399,#DIV/0!,14.107,32,26
48401,#DIV/0!,293,38,00
48403,#DIV/0!,0,.
48405,#DIV/0!,0,.
48407,#DIV/0!,0,.
48409,#DIV/0!,49,51,20
48411,#DIV/0!,9,36,00
48413,#DIV/0!,1.224,34,00
48415,#DIV/0!,28.896,35,29
48417,#DIV/0!,1.178,33,99
48419,#DIV/0!,0,.
48421,#DIV/0!,71.310,32,71
48423,#DIV/0!,64,18,51
48425,#DIV/0!,0,.
48427,#DIV/0!,24.497,45,03
48429,#DIV/0!,96,34,53
48431,#DIV/0!,0,.
48433,#DIV/0!,19.750,35,95
48435,#DIV/0!,172,31,08
48437,#DIV/0!,110.442,38,26
48439,#DIV/0!,0,.
48441,#DIV/0!,7.516,30,43
48443,#DIV/0!,304,31,26
48445,#DIV/0!,99.988,36,85
48447,#DIV/0!,678,35,30
48449,#DIV/0!,0,.
48451,#DIV/0!,2.955,37,56
48453,#DIV/0!,0,.
48455,#DIV/0!,635,27,51
48457,#DIV/0!,0,.
48459,#DIV/0!,0,.
48461,#DIV/0!,206,30,64
48463,#DIV/0!,2.563,40,19
48465,#DIV/0!,849,29,56
48467,#DIV/0!,0,.
48469,#DIV/0!,166,51,56
48471,#DIV/0!,0,.
48473,#DIV/0!,0,.
48475,#DIV/0!,1.078,28,43
48477,#DIV/0!,120,48,65
48479,#DIV/0!,0,.
48481,#DIV/0!,13,55,60
48483,#DIV/0!,23.689,34,11
48485,#DIV/0!,69,47,20
48487,#DIV/0!,7.211,28,89
48489,#DIV/0!,6.124,45,59
48491,#DIV/0!,884,52,99
48493,#DIV/0!,0,.
48495,#DIV/0!,0,.
48497,#DIV/0!,0,.
48499,#DIV/0!,0,.
48501,#DIV/0!,63.738,34,09
48503,#DIV/0!,293,39,06
48505,#DIV/0!,0,.
48507,#DIV/0!,2.259,34,81
49001,#DIV/0!,0,.
49003,#DIV/0!,67.521,34,29
49005,#DIV/0!,10.603,37,00
49007,#DIV/0!,0,.
49009,#DIV/0!,0,.
49011,#DIV/0!,0,.
49013,#DIV/0!,0,.
49015,#DIV/0!,0,.
49017,#DIV/0!,0,.
49019,#DIV/0!,0,.
49021,#DIV/0!,0,.
49023,#DIV/0!,16.346,31,83
49025,#DIV/0!,0,.
49027,#DIV/0!,9.764,26,13
49029,#DIV/0!,102,37,64
49031,#DIV/0!,0,.
49033,#DIV/0!,14.586,29,60
49035,#DIV/0!,0,.
49037,#DIV/0!,33.799,26,38
49039,#DIV/0!,0,.
49041,#DIV/0!,0,.
49043,#DIV/0!,27,45,00
49045,#DIV/0!,209,18,70
49047,#DIV/0!,1.899,33,57
49049,#DIV/0!,15.310,53,76
49051,#DIV/0!,0,.
49053,#DIV/0!,691,29,14
49055,#DIV/0!,0,.
49057,#DIV/0!,0,.
50001,#DIV/0!,1.224,86,95
50003,#DIV/0!,54,83,92
50005,#DIV/0!,37,85,62
50007,#DIV/0!,119,134,75
50009,#DIV/0!,54,83,75
50011,#DIV/0!,562,124,83
50013,#DIV/0!,0,.
50015,#DIV/0!,82,121,63
50017,#DIV/0!,113,109,95
50019,#DIV/0!,185,149,52
50021,#DIV/0!,390,99,98
50023,#DIV/0!,17,115,97
50025,#DIV/0!,42,165,93
50027,#DIV/0!,3,74,38
51001,#DIV/0!,787,83,17
51003,#DIV/0!,673,66,82
51005,#DIV/0!,51,78,46
51007,#DIV/0!,3.303,42,30
51009,#DIV/0!,170,76,57
51011,#DIV/0!,292,64,15
51013,#DIV/0!,0,.
51015,#DIV/0!,2.573,82,14
51017,#DIV/0!,384,76,37
51019,#DIV/0!,1.148,71,41
51021,#DIV/0!,102,55,97
51023,#DIV/0!,221,84,71
51025,#DIV/0!,2.355,46,96
51027,#DIV/0!,0,54,20
51029,#DIV/0!,543,47,14
51031,#DIV/0!,1.270,39,67
51033,#DIV/0!,308,61,64
51035,#DIV/0!,412,76,98
51036,#DIV/0!,61,67,49
51037,#DIV/0!,412,36,66
51041,#DIV/0!,17,54,73
51043,#DIV/0!,153,70,85
51045,#DIV/0!,127,79,90
51047,#DIV/0!,938,78,94
51049,#DIV/0!,421,59,58
51051,#DIV/0!,2,53,22
51053,#DIV/0!,1.670,50,91
51057,#DIV/0!,692,65,35
51059,#DIV/0!,0,.
51061,#DIV/0!,889,66,62
51063,#DIV/0!,20,78,02
51065,#DIV/0!,182,59,59
51067,#DIV/0!,101,67,09
51069,#DIV/0!,132,80,24
51071,#DIV/0!,15,31,46
51073,#DIV/0!,21,45,46
51075,#DIV/0!,127,79,37
51077,#DIV/0!,308,80,14
51079,#DIV/0!,302,71,12
51081,#DIV/0!,2.282,74,24
51083,#DIV/0!,3.254,61,24
51085,#DIV/0!,325,79,59
51087,#DIV/0!,0,.
51089,#DIV/0!,25,60,93
51091,#DIV/0!,570,79,37
51093,#DIV/0!,314,79,28
51095,#DIV/0!,59,56,36
51097,#DIV/0!,688,62,54
51099,#DIV/0!,869,66,64
51101,#DIV/0!,114,74,92
51103,#DIV/0!,144,62,86
51105,#DIV/0!,84,72,40
51107,#DIV/0!,49,84,09
51109,#DIV/0!,646,64,46
51111,#DIV/0!,638,36,95
51113,#DIV/0!,606,69,80
51115,#DIV/0!,18,56,64
51117,#DIV/0!,1.010,31,36
51119,#DIV/0!,90,49,07
51121,#DIV/0!,75,78,24
51125,#DIV/0!,285,69,65
51127,#DIV/0!,47,72,77
51131,#DIV/0!,167,83,60
51133,#DIV/0!,106,66,61
51135,#DIV/0!,805,42,19
51137,#DIV/0!,374,80,75
51139,#DIV/0!,317,83,83
51141,#DIV/0!,136,80,90
51143,#DIV/0!,1.748,41,52
51145,#DIV/0!,407,41,28
51147,#DIV/0!,2.239,51,09
51149,#DIV/0!,750,52,99
51153,#DIV/0!,85,77,14
51155,#DIV/0!,19,80,43
51157,#DIV/0!,579,82,63
51159,#DIV/0!,159,77,36
51161,#DIV/0!,2,86,40
51163,#DIV/0!,563,75,50
51165,#DIV/0!,1.256,89,24
51167,#DIV/0!,883,77,48
51169,#DIV/0!,112,82,26
51171,#DIV/0!,397,86,43
51173,#DIV/0!,401,78,14
51175,#DIV/0!,2.899,77,54
51177,#DIV/0!,351,59,15
51179,#DIV/0!,161,48,75
51181,#DIV/0!,82,48,13
51183,#DIV/0!,660,62,81
51185,#DIV/0!,512,64,97
51187,#DIV/0!,26,77,60
51191,#DIV/0!,615,77,51
51193,#DIV/0!,313,82,04
51195,#DIV/0!,0,.
51197,#DIV/0!,297,81,76
51199,#DIV/0!,0,.
51510,#DIV/0!,0,.
51515,#DIV/0!,0,.
51520,#DIV/0!,0,.
51530,#DIV/0!,0,.
51540,#DIV/0!,0,.
51550,#DIV/0!,268,86,01
51560,#DIV/0!,0,.
51570,#DIV/0!,0,.
51580,#DIV/0!,0,.
51590,#DIV/0!,0,.
51595,#DIV/0!,0,.
51600,#DIV/0!,0,.
51610,#DIV/0!,0,.
51620,#DIV/0!,0,.
51630,#DIV/0!,0,.
51640,#DIV/0!,0,.
51650,#DIV/0!,0,.
51660,#DIV/0!,0,.
51670,#DIV/0!,0,.
51678,#DIV/0!,0,.
51680,#DIV/0!,0,.
51683,#DIV/0!,0,.
51685,#DIV/0!,0,.
51690,#DIV/0!,0,.
51700,#DIV/0!,0,.
51710,#DIV/0!,0,.
51720,#DIV/0!,0,.
51730,#DIV/0!,0,.
51735,#DIV/0!,0,.
51740,#DIV/0!,0,.
51750,#DIV/0!,0,.
51760,#DIV/0!,0,.
51770,#DIV/0!,0,.
51775,#DIV/0!,0,.
51780,#DIV/0!,0,.
51790,#DIV/0!,0,.
51800,#DIV/0!,308,81,23
51810,#DIV/0!,31,72,77
51820,#DIV/0!,0,.
51830,#DIV/0!,0,.
51840,#DIV/0!,0,.
53001,#DIV/0!,144.337,51,27
53003,#DIV/0!,21.891,53,18
53005,#DIV/0!,92.627,44,84
53007,#DIV/0!,509,41,04
53009,#DIV/0!,115,193,02
53011,#DIV/0!,125,185,52
53013,#DIV/0!,34.201,71,16
53015,#DIV/0!,21,152,95
53017,#DIV/0!,185.099,50,16
53019,#DIV/0!,540,55,45
53021,#DIV/0!,86.093,55,94
53023,#DIV/0!,31.173,68,35
53025,#DIV/0!,68.484,58,66
53027,#DIV/0!,141,220,98
53029,#DIV/0!,3,189,48
53031,#DIV/0!,179,232,56
53033,#DIV/0!,62,362,38
53035,#DIV/0!,19,253,54
53037,#DIV/0!,3.806,46,08
53039,#DIV/0!,45.238,48,98
53041,#DIV/0!,881,262,29
53043,#DIV/0!,151.330,56,68
53045,#DIV/0!,187,203,33
53047,#DIV/0!,2.969,61,33
53049,#DIV/0!,187,213,08
53051,#DIV/0!,0,.
53053,#DIV/0!,1,351,00
53055,#DIV/0!,0,.
53057,#DIV/0!,608,416,08
53059,#DIV/0!,0,.
53061,#DIV/0!,311,318,26
53063,#DIV/0!,25.677,68,61
53065,#DIV/0!,866,65,21
53067,#DIV/0!,43,234,05
53069,#DIV/0!,253,265,03
53071,#DIV/0!,143.716,61,25
53073,#DIV/0!,2.589,466,46
53075,#DIV/0!,131.914,77,87
53077,#DIV/0!,47.160,41,79
54001,#DIV/0!,0,.
54003,#DIV/0!,252,75,28
54005,#DIV/0!,15,58,00
54007,#DIV/0!,13,64,90
54009,#DIV/0!,0,.
54011,#DIV/0!,6,73,00
54013,#DIV/0!,11,63,00
54015,#DIV/0!,40,64,90
54017,#DIV/0!,8,66,00
54019,#DIV/0!,26,65,00
54021,#DIV/0!,39,65,19
54023,#DIV/0!,1.561,76,36
54025,#DIV/0!,744,70,18
54027,#DIV/0!,1.870,78,07
54029,#DIV/0!,0,.
54031,#DIV/0!,287,95,75
54033,#DIV/0!,51,66,00
54035,#DIV/0!,3,109,94
54037,#DIV/0!,107,95,33
54039,#DIV/0!,18,70,19
54041,#DIV/0!,3,66,00
54043,#DIV/0!,13,70,13
54045,#DIV/0!,0,.
54047,#DIV/0!,0,.
54049,#DIV/0!,0,.
54051,#DIV/0!,0,.
54053,#DIV/0!,528,123,08
54055,#DIV/0!,17,72,38
54057,#DIV/0!,5,79,85
54059,#DIV/0!,0,.
54061,#DIV/0!,2,99,63
54063,#DIV/0!,69,70,50
54065,#DIV/0!,63,57,99
54067,#DIV/0!,116,49,35
54069,#DIV/0!,0,.
54071,#DIV/0!,112,75,18
54073,#DIV/0!,0,.
54075,#DIV/0!,229,62,91
54077,#DIV/0!,90,43,93
54079,#DIV/0!,153,73,51
54081,#DIV/0!,0,.
54083,#DIV/0!,39,71,83
54085,#DIV/0!,0,.
54087,#DIV/0!,0,.
54089,#DIV/0!,0,.
54091,#DIV/0!,0,.
54093,#DIV/0!,0,.
54095,#DIV/0!,47,73,37
54097,#DIV/0!,7,63,00
54099,#DIV/0!,0,.
54101,#DIV/0!,19,43,00
54103,#DIV/0!,0,.
54105,#DIV/0!,0,.
54107,#DIV/0!,4,69,00
54109,#DIV/0!,0,.
55001,#DIV/0!,414,68,22
55003,#DIV/0!,33,45,00
55005,#DIV/0!,1.493,55,88
55007,#DIV/0!,99,42,30
55009,#DIV/0!,985,90,59
55011,#DIV/0!,5.575,93,57
55013,#DIV/0!,10,44,79
55015,#DIV/0!,691,94,88
55017,#DIV/0!,4.410,84,64
55019,#DIV/0!,513,56,05
55021,#DIV/0!,3.794,113,37
55023,#DIV/0!,4.811,97,85
55025,#DIV/0!,15.668,122,48
55027,#DIV/0!,5.166,118,11
55029,#DIV/0!,2.661,54,02
55031,#DIV/0!,0,.
55033,#DIV/0!,4.252,79,42
55035,#DIV/0!,10.001,85,70
55037,#DIV/0!,16,25,00
55039,#DIV/0!,4.720,98,79
55041,#DIV/0!,0,.
55043,#DIV/0!,23.961,183,61
55045,#DIV/0!,10.325,130,57
55047,#DIV/0!,1.807,94,76
55049,#DIV/0!,23.683,142,58
55051,#DIV/0!,0,.
55053,#DIV/0!,2.615,135,47
55055,#DIV/0!,2.341,118,10
55057,#DIV/0!,2.854,93,27
55059,#DIV/0!,720,127,09
55061,#DIV/0!,1.813,77,36
55063,#DIV/0!,2.358,114,24
55065,#DIV/0!,15.793,159,62
55067,#DIV/0!,113,46,39
55069,#DIV/0!,19,40,00
55071,#DIV/0!,3.582,86,61
55073,#DIV/0!,929,56,96
55075,#DIV/0!,38,57,58
55077,#DIV/0!,1.147,51,31
55078,#DIV/0!,0,.
55079,#DIV/0!,159,96,87
55081,#DIV/0!,4.061,90,48
55083,#DIV/0!,344,56,86
55085,#DIV/0!,0,.
55087,#DIV/0!,1.792,89,84
55089,#DIV/0!,894,74,49
55091,#DIV/0!,2.276,105,46
55093,#DIV/0!,4.325,87,24
55095,#DIV/0!,3.128,53,86
55097,#DIV/0!,1.207,59,98
55099,#DIV/0!,3,42,60
55101,#DIV/0!,1.232,127,55
55103,#DIV/0!,7.666,94,76
55105,#DIV/0!,9.715,143,78
55107,#DIV/0!,93,41,57
55109,#DIV/0!,7.751,75,11
55111,#DIV/0!,6.312,114,76
55113,#DIV/0!,0,.
55115,#DIV/0!,1.308,61,83
55117,#DIV/0!,817,72,44
55119,#DIV/0!,327,46,03
55121,#DIV/0!,9.353,113,20
55123,#DIV/0!,2.773,94,97
55125,#DIV/0!,0,.
55127,#DIV/0!,2.819,141,47
55129,#DIV/0!,12,51,28
55131,#DIV/0!,756,72,43
55133,#DIV/0!,874,94,12
55135,#DIV/0!,2.589,77,14
55137,#DIV/0!,470,63,55
55139,#DIV/0!,4.330,87,68
55141,#DIV/0!,1.508,71,50
56001,#DIV/0!,63,53,40
56003,#DIV/0!,232,47,64
56005,#DIV/0!,12.152,23,80
56007,#DIV/0!,81,53,00
56009,#DIV/0!,3.550,21,41
56011,#DIV/0!,1.168,46,16
56013,#DIV/0!,51,40,36
56015,#DIV/0!,74.485,25,88
56017,#DIV/0!,847,45,03
56019,#DIV/0!,102,42,09
56021,#DIV/0!,39.761,27,87
56023,#DIV/0!,1.680,44,51
56025,#DIV/0!,44,42,00
56027,#DIV/0!,9.670,26,62
56029,#DIV/0!,242,53,80
56031,#DIV/0!,40.364,25,08
56033,#DIV/0!,2.265,24,98
56035,#DIV/0!,11,46,90
56037,#DIV/0!,0,.
56039,#DIV/0!,0,.
56041,#DIV/0!,24,46,78
56043,#DIV/0!,474,46,46
56045,#DIV/0!,1.071,40,80
72999,#DIV/0!,943,66,59